Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
VISIO,shinagawa,VISIO,VISIO TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
VNPTTechnology,vnptt_smb_v2x,VNPT Technology,VNPT SmartBox 2x,1039MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
VOLIA,VOL001,VOLIA,VOL001,2103MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Vestel,MB300,VT,MB300,1407MB,TV,Mediatek MT5595,Unknown,1080x1920,320,armeabi;armeabi-v7a,22,3.0
Vectra,DV8519-Vectra,Vectra,Vectra 4K Box,2085MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
Nebula,D2140-Cosmos,Vega,D2120,2104MB,TV,Amlogic AMLT962X2,3x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
VEGA,tamachi,Vega,"Tunisa, Europe and Algeria",951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
VEGA,yeongdeungpo,Vega,"Tunisa, Europe and Algeria",1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
VEON,bangbae,Veon,VEON,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
wnc,JS8V,Verizon,Stream TV,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Verizon,f354,Verizon,Stream TV,2020MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
Verizon,sti6220d315,Verizon,Stream TV,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Verizon,sti6250d315,Verizon,Stream TV Soundbar Pro,2086MB,TV,Amlogic AMLT962E2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Verizon,sti6251d315,Verizon,Stream TV Soundbar,2086MB,TV,Amlogic AMLT962E2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
ViettelTV,HP40A,Viettel,ViettelTV 4K Box,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Viettel,VTTV-SD4K-20,Viettel,ViettelTV 4K BOX,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
VISION,MediaBox_B866V2,Vision,B866V2,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
VISION,SW4H,Vision,VISION SMART TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Vision,tamachi,Vision,Bangladesh,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
VISION-TECHNOLOGY,R1,Vision Technology,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
VISION-TECHNOLOGY,R2,Vision Technology,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
VodafoneKD,diw362,Vodafone,GigaTV Net,1501MB,TV,Broadcom BCM72604,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
Vodafone,uiw4030vha,Vodafone,Vodafone TV,2085MB,TV,Amlogic AMLS905,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,2.0
VOO,DV8220,Voo,DV8220,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Vsmart,TR2001,Vsmart,VINATV 4K,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Vsmart,samseong,Vsmart,VINATV 4K,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
VU,hamamatsucho,Vu Televisions,fushan_vu,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
VU,ikebukuro,Vu Televisions,43UA,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
VU,longshan,Vu Televisions,Android TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
VU,samseong,Vu Televisions,50CA,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
VU,xiaoyushan,Vu Televisions,xiaoyushan-vu,1917MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
WAOO,m393gena_w,WAOO,Waoo TV-boks,2783MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
WILLETT,tamachi,WILLETT,India,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
WOM,SEI500W,WOM,SEI500W,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Walton,osaki,Walton,Smart TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
WALTON,tamachi,Walton,Bangladesh and EU,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
WALTON,yeongdeungpo,Walton,Bangladesh and EU,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Wansa,samseong,Wansa,WUD55JOA63S ,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Wansa,xiaoyushan,Wansa,xiaoyushan_emW,1917MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
WeTek,wh220,WeTek,WeTek,2087MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
Westinghouse,ueno,Westinghouse,Smart TV,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
WiBox-tv,WiBox-tv,Wibox,WiBox.tv V3,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Widevu,yeongdeungpo,Widevu,Korea,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Witooth,longshan,Witooth,Android TV,1877MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Witooth,sindorim,Witooth,UHD Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
XGIMI,xgimiapollo,XGIMI,P_FHD_2020,2104MB,TV,Amlogic AMLT950X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
XGIMI,xgimigalileo,XGIMI,XK03H,1884MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
XLAxiata,DV8252,XL Axiata,AX512,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
xl,STI6xxx,XL Axiata,STI6030,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Xiaomi,amelie,Xiaomi,MiTV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
MI,anglee,Xiaomi,"Mi Laser Projector 150""",2104MB,TV,Amlogic AMLT962X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Fengmi,angleeUHD,Xiaomi,Formovie Laser TV 4K Cinema,2104MB,TV,Amlogic AMLT962X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Xiaomi,angleeUHD,Xiaomi,Mi Laser Projector 4K,2104MB,TV,Amlogic AMLT962X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Xiaomi,aquaman,Xiaomi,Mi TV Stick,1028MB,TV,Amlogic AMLS805Y,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Xiaomi,croods,Xiaomi,MiTV,1886MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Xiaomi,dangal,Xiaomi,MiTV,1039MB,TV,Amlogic AMLT950X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,27;28,2.0
Xiaomi,dangalFHD,Xiaomi,MiTV,2104MB,TV,Amlogic AMLT950X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Xiaomi,dangalUHD,Xiaomi,MiTV,2104MB,TV,Amlogic AMLT960X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
MI,eva,Xiaomi,Mi smart projector,2104MB,TV,Amlogic AMLT962X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Xiaomi,hermano,Xiaomi,MiTV,1478MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Xiaomi,kungfupanda,Xiaomi,MIBOXPRO,2025MB,TV,Mediatek MT8693,Unknown,1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0
Xiaomi,machuca,Xiaomi,MiTV,1920MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Xiaomi,magnolia,Xiaomi,MiTV,1039MB,TV,Amlogic AMLT962,Unknown,720x1280,213,armeabi;armeabi-v7a,28,2.0
Xiaomi,matrix,Xiaomi,MiTV4C,1707MB,TV,Amlogic AMLT962,Unknown,1080x1920,320,armeabi;armeabi-v7a,23,2.0
Xiaomi,nino,Xiaomi,MiTV,1920MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Xiaomi,once,Xiaomi,Mi Box,2083MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26;28,2.0
Xiaomi,oneday,Xiaomi,MiBox S,2083MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Xiaomi,queenchristina,Xiaomi,MiBOX3S,1805MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,23,2.0
Xiaomi,soul,Xiaomi,Xiaomi TV stick 4K,2086MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Xiaomi,tarzan,Xiaomi,MiTV,1886MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Xiaomi,volver,Xiaomi,MiTV,1484MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
XTREME,R1,Xtreme,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
XTREME,SW4H,Xtreme,XTREME 4K TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
XTREME,shinjuku,Xtreme,XTREME TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
XTREME,sunnyvale,Xtreme,XTREME AI TV,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
YAY,HND,YAYGO,SEI600YAY,2086MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
YOUIN,HND,YOUIN,SEI600EN,2086MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
YASIN,bangbae,Yasin,Yasin,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
YASIN,komagome,Yasin,YASIN,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
YASIN,shinagawa,Yasin,YASIN 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Yes,SEI500Y,Yes,yes,2086MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Yes,SEI800Y,Yes,Yes,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Yes,dwi765yes,Yes,STING,1038MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
YouFone,Amigo7xYUF,Youfone,Amigo7xYUF,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ZETATV,DV8545-C-KUT,ZETATV,Zeta TV TATU,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
ZIFFLER,shinagawa,ZIFFLER,ABMS Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ZTE,B860H_V1,ZTE,B860H,1896MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,240,armeabi;armeabi-v7a,23,2.0
ZTE_TV,B866_ZTE,ZTE, B866,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ZTE,YXE,ZTE,zBox 1,2085MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Viettel,MediaBox_B866V2,ZTE TV,B866V2,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ZapiTV,SEI500PTV,ZapiTV,Zapi2020,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Zephir,bangbae,Zephir,Zephir,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Zephir,komagome,Zephir,Zephir,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Zephir,tamachi,Zephir,Italy,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Zephir,yeongdeungpo,Zephir,Italy,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ZooomTV,DV8529-T2_S2-KSI,ZooomTV,OrbitMall,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
DAZN,m393gena_dazn,dazen,DAZN,2780MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
ebox,diw387eb,eBox,Ebox,1806MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
eSTREAM4K,SEI400TV,eSTREAM 4K,TiVo Stream 4K,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
eSTREAM4K,SEI500ABB,eSTREAM 4K,Pyxis-ABB,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
eSTREAM4K,SEI500AS,eSTREAM 4K,Pyxis-ARMSTRONG,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
eSTREAM4K,SEI500BR,eSTREAM 4K,Pyxis-BlueRidge,2086MB,TV,Amlogic AMLS805Y,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
eSTREAM4K,SEI500BS,eSTREAM 4K,Pyxis-BlueStream,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
eSTREAM4K,SEI500CB,eSTREAM 4K,Pyxis-CBT,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
EVOPRO,SEI500EV,eSTREAM 4K,EVOPRO,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
eSTREAM4K,SEI500MC,eSTREAM 4K,Pyxis-Midco,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
eSTREAM4K,SEI500MN,eSTREAM 4K,Pyxis-MetroNet,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
eSTREAM4K,SEI500RCN,eSTREAM 4K,Pyxis-RCN,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
eSTREAM4K,SEI500SECV,eSTREAM 4K,Pyxis-SECV,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
eSTREAM4K,SEI500TV,eSTREAM 4K,SEI500TV,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
eSTREAM4K_RCN,eSTREAM4K_4x4,eSTREAM 4K,IPA-1104HDH-01,1811MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
HOMEZ,redwood,homez,Smart TV,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Iriver,seocho,iRiver,iRiver,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
imiia,YUL,imiia,i-217D1,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
imiia,mateo,imiia,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
INNOS,R2,innos,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Innos,bruno,innos,innos,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Innos,shilin,innos,Innos,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Onn,sti6140d360,onn.,onn. 4k TV,2084MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
realme,BOS,realme,TV Stick,1036MB,TV,Amlogic AMLS805X2,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
realme,YYT,realme,4K Google TV Stick,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Realme,gangbyeon,realme,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
realme,redwood,realme,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Binge,BingeStick,robi,B1,1040MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
ORS,HY43X,simpliTV,Strong-SRT4250,2087MB,TV,Amlogic AMLS905C1,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
STC,SEI560STC,stc myhome,myHome,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
techBITE,DV8219,techBITE,Flix  TV  Box,2087MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
Truevisions,HP42F,truevisions,SKWAMX3,2084MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
TrueVision,TV_A01,truevisions,STI6030_TRUE_TV_A01	,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Truevisions,TrueHCH03,truevisions,HCH03,1771MB,TV,HiSilicon hi3796mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
Truvii,bruno,truvii,Truvii,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Truvii,seocho,truvii,Truvii,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Truvii,shilin,truvii,Truvii,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
